UNIT_ID,COMPONENT_LOCATION,HOURS_OIL,Fe (ppm),Cu (ppm),Si (ppm),TBN (mgKOH/g),V100C,BUDGET,HORAS_VIDA_ACTUAL,REMAINING_LIFE
AH2729,MOTOR DIESEL,259,15,6,32,8.2,14.0,15000,9160.0,5840.0
AH2729,MOTOR DIESEL,118,8,4,24,8.9,14.4,15000,9160.0,5840.0
AH2715,MOTOR DIESEL,270,14,3,1,8.7,14.6,15000,10113.0,4887.0
AH2718,MOTOR DIESEL,199,14,3,0,7.8,14.6,15000,5974.0,9026.0
AH2725,MOTOR DIESEL,228,12,1,0,8.3,14.7,15000,7138.0,7862.0
AH2721,MOTOR DIESEL,263,15,2,1,7.8,13.8,15000,14022.0,978.0
AH2721,MOTOR DIESEL,263,16,2,1,7.7,13.8,15000,14022.0,978.0
AH2714,MOTOR DIESEL,78,39,6,8,8.5,14.2,15000,7501.0,7499.0
AH2729,MOTOR DIESEL,15,10,3,29,9.5,15.1,15000,9160.0,5840.0
AH2729,MOTOR DIESEL,21,5,3,22,9.6,15.4,15000,9160.0,5840.0
AH2715,MOTOR DIESEL,0,18,2,1,8.3,14.5,15000,10113.0,4887.0
AH2726,MOTOR DIESEL,104,6,1,3,9.1,14.9,15000,1268.0,13732.0
AH2721,MOTOR DIESEL,63,4,1,1,9.1,14.3,15000,14022.0,978.0
AH2714,MOTOR DIESEL,267,68,12,18,7.3,13.9,15000,7501.0,7499.0
AH2718,MOTOR DIESEL,263,15,4,1,8.0,14.5,15000,5974.0,9026.0
AH2715,MOTOR DIESEL,127,11,2,0,8.8,14.7,15000,10113.0,4887.0
AH2725,MOTOR DIESEL,250,14,1,1,8.1,15.0,15000,7138.0,7862.0
AH2726,MOTOR DIESEL,68,3,0,1,9.3,15.1,15000,1268.0,13732.0
AH2715,MOTOR DIESEL,237,22,3,0,8.1,14.3,15000,10113.0,4887.0
